time_s,Fz_left_N,Fz_right_N
0.0000,327.96,278.08
0.0010,330.72,280.42
0.0020,331.06,280.71
0.0030,327.83,277.97
0.0040,332.04,281.54
0.0050,328.93,278.91
0.0060,328.33,278.40
0.0070,330.85,280.53
0.0080,329.69,279.55
0.0090,329.36,279.27
0.0100,329.35,279.25
0.0110,328.70,278.71
0.0120,330.77,280.47
0.0130,329.41,279.31
0.0140,326.22,276.60
0.0150,327.51,277.69
0.0160,332.23,281.70
0.0170,331.84,281.37
0.0180,331.34,280.94
0.0190,328.88,278.86
0.0200,327.34,277.55
0.0210,328.96,278.92
0.0220,326.70,277.01
0.0230,326.46,276.80
0.0240,329.05,279.00
0.0250,329.89,279.72
0.0260,331.09,280.74
0.0270,327.86,277.99
0.0280,330.77,280.46
0.0290,327.40,277.60
0.0300,328.20,278.28
0.0310,329.51,279.39
0.0320,327.40,277.60
0.0330,331.03,280.68
0.0340,327.48,277.67
0.0350,326.06,276.47
0.0360,328.54,278.57
0.0370,325.16,275.71
0.0380,329.37,279.27
0.0390,329.26,279.18
0.0400,326.73,277.03
0.0410,324.99,275.56
0.0420,329.77,279.62
0.0430,328.35,278.41
0.0440,328.97,278.94
0.0450,331.46,281.05
0.0460,329.69,279.55
0.0470,329.30,279.21
0.0480,331.33,280.93
0.0490,331.12,280.75
0.0500,330.03,279.83
0.0510,326.06,276.47
0.0520,328.13,278.23
0.0530,326.82,277.11
0.0540,329.41,279.31
0.0550,328.74,278.74
0.0560,327.09,277.34
0.0570,328.89,278.87
0.0580,330.50,280.24
0.0590,331.04,280.69
0.0600,328.87,278.85
0.0610,329.38,279.28
0.0620,326.61,276.93
0.0630,327.54,277.72
0.0640,328.65,278.66
0.0650,327.80,277.94
0.0660,330.34,280.10
0.0670,327.73,277.89
0.0680,331.05,280.70
0.0690,328.72,278.72
0.0700,329.85,279.69
0.0710,328.64,278.66
0.0720,330.12,279.91
0.0730,326.66,276.98
0.0740,330.56,280.29
0.0750,329.13,279.07
0.0760,329.07,279.02
0.0770,324.95,275.52
0.0780,326.55,276.89
0.0790,327.63,277.80
0.0800,326.56,276.89
0.0810,330.72,280.42
0.0820,329.43,279.33
0.0830,327.16,277.40
0.0840,330.35,280.11
0.0850,327.29,277.51
0.0860,329.36,279.27
0.0870,329.15,279.09
0.0880,327.64,277.81
0.0890,330.46,280.20
0.0900,327.08,277.34
0.0910,326.66,276.98
0.0920,327.15,277.39
0.0930,329.06,279.01
0.0940,324.53,275.17
0.0950,327.93,278.05
0.0960,327.24,277.47
0.0970,330.57,280.30
0.0980,327.20,277.43
0.0990,330.56,280.29
0.1000,328.54,278.57
0.1010,328.80,278.79
0.1020,327.65,277.81
0.1030,328.93,278.90
0.1040,325.71,276.17
0.1050,328.61,278.63
0.1060,330.31,280.07
0.1070,326.96,277.23
0.1080,326.86,277.15
0.1090,327.57,277.75
0.1100,330.74,280.44
0.1110,331.00,280.66
0.1120,331.29,280.91
0.1130,326.58,276.91
0.1140,325.70,276.16
0.1150,328.27,278.34
0.1160,329.22,279.15
0.1170,327.72,277.87
0.1180,326.95,277.22
0.1190,329.89,279.72
0.1200,330.33,280.09
0.1210,325.79,276.24
0.1220,328.25,278.33
0.1230,329.20,279.13
0.1240,327.01,277.27
0.1250,327.99,278.11
0.1260,327.82,277.96
0.1270,330.78,280.47
0.1280,328.71,278.72
0.1290,332.92,282.29
0.1300,328.94,278.91
0.1310,331.14,280.77
0.1320,327.06,277.32
0.1330,330.21,279.99
0.1340,325.43,275.93
0.1350,326.69,277.00
0.1360,327.95,278.07
0.1370,327.83,277.97
0.1380,327.92,278.05
0.1390,330.27,280.03
0.1400,329.37,279.27
0.1410,329.46,279.35
0.1420,327.37,277.58
0.1430,329.28,279.20
0.1440,327.97,278.09
0.1450,331.37,280.97
0.1460,328.31,278.38
0.1470,328.80,278.79
0.1480,328.14,278.23
0.1490,329.09,279.04
0.1500,328.07,278.17
0.1510,326.16,276.56
0.1520,326.18,276.57
0.1530,330.74,280.44
0.1540,328.85,278.84
0.1550,327.54,277.73
0.1560,331.38,280.98
0.1570,328.00,278.11
0.1580,328.91,278.88
0.1590,331.76,281.30
0.1600,325.61,276.08
0.1610,328.06,278.16
0.1620,329.37,279.27
0.1630,329.46,279.35
0.1640,326.59,276.92
0.1650,329.34,279.25
0.1660,328.32,278.39
0.1670,329.24,279.16
0.1680,329.03,278.98
0.1690,330.80,280.49
0.1700,327.60,277.78
0.1710,330.06,279.86
0.1720,329.48,279.36
0.1730,328.06,278.17
0.1740,329.54,279.42
0.1750,328.75,278.75
0.1760,329.74,279.58
0.1770,328.99,278.95
0.1780,330.42,280.16
0.1790,327.29,277.51
0.1800,327.69,277.85
0.1810,327.73,277.88
0.1820,328.38,278.44
0.1830,327.30,277.52
0.1840,327.74,277.89
0.1850,330.49,280.23
0.1860,331.98,281.49
0.1870,326.45,276.80
0.1880,325.27,275.80
0.1890,329.52,279.40
0.1900,331.47,281.06
0.1910,328.58,278.60
0.1920,328.74,278.74
0.1930,326.75,277.05
0.1940,330.19,279.97
0.1950,330.19,279.97
0.1960,327.45,277.65
0.1970,328.92,278.90
0.1980,329.52,279.40
0.1990,326.74,277.04
0.2000,328.11,278.21
0.2010,330.82,280.50
0.2020,328.50,278.54
0.2030,329.88,279.71
0.2040,329.18,279.11
0.2050,330.05,279.85
0.2060,329.93,279.75
0.2070,328.54,278.57
0.2080,332.28,281.74
0.2090,328.67,278.68
0.2100,328.39,278.45
0.2110,330.00,279.81
0.2120,331.19,280.82
0.2130,328.25,278.32
0.2140,328.22,278.30
0.2150,326.80,277.09
0.2160,327.36,277.57
0.2170,327.47,277.66
0.2180,324.99,275.56
0.2190,331.88,281.40
0.2200,329.89,279.72
0.2210,329.93,279.75
0.2220,329.81,279.65
0.2230,330.66,280.36
0.2240,327.13,277.37
0.2250,325.77,276.23
0.2260,326.65,276.97
0.2270,329.20,279.13
0.2280,327.36,277.57
0.2290,327.64,277.81
0.2300,327.44,277.64
0.2310,330.41,280.15
0.2320,329.06,279.01
0.2330,330.55,280.27
0.2340,329.70,279.56
0.2350,329.10,279.05
0.2360,327.94,278.07
0.2370,330.48,280.22
0.2380,331.22,280.84
0.2390,326.91,277.19
0.2400,332.54,281.96
0.2410,328.34,278.40
0.2420,327.38,277.59
0.2430,330.05,279.85
0.2440,329.83,279.67
0.2450,329.33,279.24
0.2460,325.82,276.27
0.2470,330.48,280.22
0.2480,327.32,277.54
0.2490,328.61,278.63
0.2500,325.30,275.83
0.2510,329.83,279.67
0.2520,326.27,276.65
0.2530,329.94,279.76
0.2540,327.26,277.49
0.2550,327.17,277.41
0.2560,328.47,278.51
0.2570,329.11,279.06
0.2580,330.80,280.48
0.2590,329.15,279.09
0.2600,328.51,278.54
0.2610,327.30,277.52
0.2620,327.14,277.39
0.2630,328.14,278.23
0.2640,328.27,278.35
0.2650,329.64,279.51
0.2660,328.34,278.40
0.2670,332.26,281.72
0.2680,326.58,276.91
0.2690,328.93,278.90
0.2700,328.97,278.94
0.2710,331.06,280.70
0.2720,330.46,280.20
0.2730,326.99,277.26
0.2740,330.79,280.48
0.2750,326.98,277.25
0.2760,328.23,278.31
0.2770,329.45,279.34
0.2780,329.24,279.16
0.2790,330.09,279.88
0.2800,327.03,277.29
0.2810,329.36,279.26
0.2820,327.71,277.87
0.2830,328.59,278.61
0.2840,330.40,280.15
0.2850,329.00,278.96
0.2860,331.80,281.34
0.2870,329.10,279.05
0.2880,332.84,282.21
0.2890,330.56,280.29
0.2900,328.13,278.23
0.2910,327.01,277.27
0.2920,327.29,277.51
0.2930,328.35,278.41
0.2940,330.69,280.39
0.2950,325.28,275.81
0.2960,328.81,278.80
0.2970,332.44,281.88
0.2980,329.00,278.96
0.2990,325.31,275.83
0.3000,327.56,277.74
0.3010,329.81,279.65
0.3020,330.43,280.17
0.3030,331.05,280.70
0.3040,328.44,278.49
0.3050,331.15,280.78
0.3060,331.29,280.90
0.3070,327.17,277.41
0.3080,326.39,276.75
0.3090,329.74,279.59
0.3100,328.76,278.76
0.3110,328.26,278.33
0.3120,329.41,279.31
0.3130,327.82,277.96
0.3140,328.95,278.92
0.3150,327.76,277.91
0.3160,328.27,278.34
0.3170,327.40,277.60
0.3180,327.05,277.31
0.3190,328.93,278.90
0.3200,330.06,279.86
0.3210,330.17,279.95
0.3220,328.22,278.30
0.3230,330.57,280.29
0.3240,330.14,279.93
0.3250,330.25,280.03
0.3260,332.17,281.65
0.3270,328.41,278.46
0.3280,327.63,277.80
0.3290,329.49,279.38
0.3300,328.17,278.26
0.3310,327.70,277.86
0.3320,331.20,280.83
0.3330,330.37,280.12
0.3340,328.86,278.85
0.3350,329.75,279.60
0.3360,329.28,279.20
0.3370,331.73,281.27
0.3380,327.84,277.98
0.3390,330.83,280.51
0.3400,329.06,279.01
0.3410,327.79,277.93
0.3420,325.66,276.13
0.3430,326.91,277.19
0.3440,327.21,277.45
0.3450,327.16,277.40
0.3460,328.94,278.91
0.3470,327.75,277.90
0.3480,329.87,279.70
0.3490,326.85,277.13
0.3500,325.36,275.88
0.3510,329.32,279.23
0.3520,328.30,278.37
0.3530,330.18,279.96
0.3540,328.48,278.52
0.3550,326.90,277.18
0.3560,331.63,281.19
0.3570,328.38,278.44
0.3580,332.41,281.86
0.3590,329.19,279.12
0.3600,330.17,279.95
0.3610,329.24,279.17
0.3620,325.60,276.08
0.3630,329.10,279.04
0.3640,329.52,279.41
0.3650,327.54,277.72
0.3660,328.00,278.11
0.3670,330.27,280.04
0.3680,328.20,278.28
0.3690,330.48,280.21
0.3700,323.93,274.66
0.3710,330.21,279.99
0.3720,329.49,279.38
0.3730,328.77,278.76
0.3740,328.71,278.71
0.3750,330.18,279.96
0.3760,330.48,280.22
0.3770,330.16,279.94
0.3780,327.83,277.97
0.3790,327.76,277.91
0.3800,326.98,277.25
0.3810,328.51,278.54
0.3820,327.85,277.99
0.3830,328.21,278.29
0.3840,329.38,279.28
0.3850,327.32,277.54
0.3860,329.34,279.25
0.3870,328.34,278.40
0.3880,328.45,278.49
0.3890,327.28,277.50
0.3900,330.67,280.38
0.3910,327.22,277.45
0.3920,328.74,278.74
0.3930,330.25,280.02
0.3940,330.19,279.97
0.3950,327.92,278.05
0.3960,327.33,277.54
0.3970,329.23,279.16
0.3980,329.56,279.44
0.3990,328.89,278.86
0.4000,327.87,278.00
0.4010,329.47,279.36
0.4020,331.91,281.43
0.4030,330.51,280.24
0.4040,328.12,278.21
0.4050,330.55,280.28
0.4060,328.57,278.60
0.4070,330.01,279.82
0.4080,330.09,279.89
0.4090,328.41,278.47
0.4100,326.86,277.15
0.4110,329.36,279.27
0.4120,326.98,277.25
0.4130,328.58,278.60
0.4140,328.22,278.30
0.4150,328.26,278.33
0.4160,328.05,278.15
0.4170,326.84,277.13
0.4180,327.77,277.91
0.4190,327.95,278.07
0.4200,326.84,277.13
0.4210,328.63,278.65
0.4220,330.53,280.26
0.4230,328.34,278.40
0.4240,327.39,277.60
0.4250,330.64,280.35
0.4260,329.56,279.44
0.4270,329.62,279.48
0.4280,329.01,278.97
0.4290,327.84,277.98
0.4300,326.84,277.13
0.4310,328.59,278.61
0.4320,330.91,280.58
0.4330,328.81,278.80
0.4340,328.07,278.17
0.4350,327.47,277.66
0.4360,327.29,277.51
0.4370,326.60,276.93
